0.000E+0	5.064E-4
2.000E+0	3.523E-4
4.000E+0	1.962E-4
6.000E+0	1.524E-4
8.000E+0	1.457E-4
1.000E+1	1.334E-4
1.200E+1	1.336E-4
1.400E+1	1.240E-4
1.600E+1	1.122E-4
1.800E+1	1.075E-4
2.000E+1	1.229E-4
2.200E+1	1.141E-4
2.400E+1	1.059E-4
2.600E+1	1.146E-4
2.800E+1	1.172E-4
3.000E+1	1.195E-4
3.200E+1	1.212E-4
3.400E+1	1.276E-4
3.600E+1	1.191E-4
3.800E+1	1.304E-4
4.000E+1	1.501E-4
4.200E+1	1.569E-4
4.400E+1	1.157E-4
4.600E+1	1.073E-4
4.800E+1	1.006E-4
5.000E+1	9.272E-5
5.200E+1	9.512E-5
5.400E+1	8.551E-5
5.600E+1	8.374E-5
5.800E+1	1.319E-4
6.000E+1	2.235E-4
6.200E+1	1.325E-4
6.400E+1	8.174E-5
6.600E+1	8.303E-5
6.800E+1	8.690E-5
7.000E+1	7.900E-5
7.200E+1	7.750E-5
7.400E+1	7.716E-5
7.600E+1	7.758E-5
7.800E+1	7.558E-5
8.000E+1	7.192E-5
8.200E+1	7.403E-5
8.400E+1	7.570E-5
8.600E+1	7.014E-5
8.800E+1	7.084E-5
9.000E+1	7.163E-5
9.200E+1	6.543E-5
9.400E+1	6.018E-5
9.600E+1	6.462E-5
9.800E+1	6.718E-5
1.000E+2	6.673E-5
1.020E+2	6.378E-5
1.040E+2	5.914E-5
1.060E+2	6.025E-5
1.080E+2	6.320E-5
1.100E+2	6.023E-5
1.120E+2	5.708E-5
1.140E+2	6.236E-5
1.160E+2	6.011E-5
1.180E+2	5.769E-5
1.200E+2	5.807E-5
1.220E+2	6.345E-5
1.240E+2	6.233E-5
1.260E+2	6.181E-5
1.280E+2	6.149E-5
1.300E+2	5.858E-5
1.320E+2	5.317E-5
1.340E+2	5.769E-5
1.360E+2	6.325E-5
1.380E+2	6.028E-5
1.400E+2	5.881E-5
1.420E+2	7.591E-5
1.440E+2	6.979E-5
1.460E+2	8.239E-5
1.480E+2	8.603E-5
1.500E+2	7.408E-5
1.520E+2	6.555E-5
1.540E+2	5.844E-5
1.560E+2	5.681E-5
1.580E+2	5.711E-5
1.600E+2	5.439E-5
1.620E+2	6.411E-5
1.640E+2	6.203E-5
1.660E+2	5.774E-5
1.680E+2	5.709E-5
1.700E+2	6.057E-5
1.720E+2	6.389E-5
1.740E+2	7.216E-5
1.760E+2	6.255E-5
1.780E+2	1.617E-4
1.800E+2	3.076E-4
1.820E+2	1.677E-4
1.840E+2	5.645E-5
1.860E+2	5.439E-5
1.880E+2	6.125E-5
1.900E+2	8.040E-5
1.920E+2	6.326E-5
1.940E+2	5.138E-5
1.960E+2	5.118E-5
1.980E+2	4.993E-5
2.000E+2	5.292E-5
2.020E+2	6.301E-5
2.040E+2	5.622E-5
2.060E+2	4.679E-5
2.080E+2	4.943E-5
2.100E+2	5.314E-5
2.120E+2	5.157E-5
2.140E+2	5.040E-5
2.160E+2	4.714E-5
2.180E+2	4.282E-5
2.200E+2	4.531E-5
2.220E+2	4.869E-5
2.240E+2	4.693E-5
2.260E+2	4.566E-5
2.280E+2	4.666E-5
2.300E+2	4.997E-5
2.320E+2	4.729E-5
2.340E+2	4.482E-5
2.360E+2	5.069E-5
2.380E+2	4.992E-5
2.400E+2	5.575E-5
2.420E+2	5.167E-5
2.440E+2	5.102E-5
2.460E+2	4.516E-5
2.480E+2	4.631E-5
2.500E+2	4.824E-5
2.520E+2	4.531E-5
2.540E+2	4.487E-5
2.560E+2	4.700E-5
2.580E+2	4.292E-5
2.600E+2	4.382E-5
2.620E+2	4.747E-5
2.640E+2	5.213E-5
2.660E+2	7.344E-5
2.680E+2	8.346E-5
2.700E+2	1.223E-4
2.720E+2	1.190E-4
2.740E+2	1.326E-4
2.760E+2	1.285E-4
2.780E+2	1.302E-4
2.800E+2	8.866E-5
2.820E+2	7.529E-5
2.840E+2	6.595E-5
2.860E+2	4.912E-5
2.880E+2	4.482E-5
2.900E+2	4.520E-5
